,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
43,44,경희대학교,Kyung Hee University,A,General,Gyeonggi / Youngin,산업디자인학과,Department of Industrial Design,예체능,Entertainment & Sports,O,Korean 100%,TOPIK 4 or above,March or September,X,,,,http://gskh.khu.ac.kr/,
44,45,경희대학교,Kyung Hee University,A,General,Gyeonggi / Youngin,생명공학원,Graduate school of Biotechnologgy,자연,Natural Science,O,Korean / English,TOPIK 4 or above or TOPIK3+English Language Profiency,March or September,O,Korean 100%,TOPIK 4 or above or TOPIK3+English Language Profiency,March or September,http://bio21.khu.ac.kr,"Language requirements must be obtained TOPIK 4 or above or meet TOPIK 3 + English Language Proficiency*; 
For the Ph.D. program, there would be an extended registration period for doctoral thesis submission after the 2years of regular courses. 
(The registration fee for an extended period needs to be paid once no matter the length of the period.)."
45,46,경희대학교,Kyung Hee University,A,General,Gyeonggi / Youngin,생체의공학과,Department of Biomedical Engineering,공학,Engineering,O,Korean / English,TOPIK 4 or above or TOPIK3+English Language Profiency,March or September,O,Korean 100%,TOPIK 4 or above or TOPIK3+English Language Profiency,March or September,http://bme.khu.ac.kr,"Language requirements must be obtained TOPIK 4 or above or meet TOPIK 3 + English Language Proficiency*; 
For the Ph.D. program, there would be an extended registration period for doctoral thesis submission after the 2years of regular courses. 
(The registration fee for an extended period needs to be paid once no matter the length of the period.)."
46,47,경희대학교,Kyung Hee University,A,General,Gyeonggi / Youngin,시각정보디자인학과,Department of Visual Information Design,예체능,Entertainment & Sports,O,Korean 100%,TOPIK 4 or above,March or September,X,,,,http://gskh.khu.ac.kr/,
47,48,경희대학교,Kyung Hee University,A,General,Gyeonggi / Youngin,인공지능학과,Department of Aritificial intelligence,공학,Engineering,O,Korean / English,TOPIK 4 or above or TOPIK3+English Language Profiency,March or September,O,Korean 100%,TOPIK 4 or above or TOPIK3+English Language Profiency,March or September,https://ce.khu.ac.kr,"Language requirements must be obtained TOPIK 4 or above or meet TOPIK 3 + English Language Proficiency*; 
For the Ph.D. program, there would be an extended registration period for doctoral thesis submission after the 2years of regular courses. 
(The registration fee for an extended period needs to be paid once no matter the length of the period.)."
48,49,경희대학교,Kyung Hee University,A,General,Gyeonggi / Youngin,환경응용과학과,Department of Applied Environmental Science,자연,Natural Science,O,Korean / English,TOPIK 4 or above or TOPIK3+English Language Profiency,March or September,O,Korean 100%,TOPIK 4 or above or TOPIK3+English Language Profiency,March or September,http://env.khu.ac.kr,"Language requirements must be obtained TOPIK 4 or above or meet TOPIK 3 + English Language Proficiency*; 
For the Ph.D. program, there would be an extended registration period for doctoral thesis submission after the 2years of regular courses. 
(The registration fee for an extended period needs to be paid once no matter the length of the period.)."
49,50,경희대학교,Kyung Hee University,A,General,Gyeonggi / Youngin,환경조경학과,Department of Landscape Architecture,자연,Natural Science,O,Korean 100%,TOPIK 4 or above,March or September,O,Korean 100%,TOPIK 4 or above,March or September,http://la.khu.ac.kr/,"For the Ph.D. program, there would be an extended registration period for doctoral thesis submission after the 2years of regular courses. 
(The registration fee for an extended period needs to be paid once no matter the length of the period.)"
50,51,경희대학교,Kyung Hee University,A,None,Gyeonggi / Youngin,국제통상협력학과,Department of International Trade & Economic Cooperation,사회,Social Science,O,English 100%,TOPIK3+English Language Profiency,March or September,X,,,,https://gsp.khu.ac.kr/gsp/user/main/view.do,"Language requirements must be obtained TOPIK 3 or above + English Language Proficiency* 
Graduate School of Pan-Pacific International Studies"
51,52,경희대학교,Kyung Hee University,A,None,Gyeonggi / Youngin,국제개발협력학과,Department of International Development Cooperation,사회,Social Science,O,English 100%,TOPIK3+English Language Profiency,March or September,X,,,,https://gsp.khu.ac.kr/gsp/user/main/view.do,"Language requirements must be obtained TOPIK 3 or above + English Language Proficiency* 
Graduate School of Pan-Pacific International Studies"
52,53,경희대학교,Kyung Hee University,A,None,Gyeonggi / Youngin,국제경영학과,Department of International Business,사회,Social Science,O,English 100%,TOPIK3+English Language Profiency,March or September,X,,,,https://gsp.khu.ac.kr/gsp/user/main/view.do,"Language requirements must be obtained TOPIK 3 or above + English Language Proficiency* 
Graduate School of Pan-Pacific International Studies"
53,54,경희대학교,Kyung Hee University,A,None,Gyeonggi / Youngin,국제관계학과,Department of International Relations,사회,Social Science,O,English 100%,TOPIK3+English Language Profiency,March or September,X,,,,https://gsp.khu.ac.kr/gsp/user/main/view.do,"Language requirements must be obtained TOPIK 3 or above + English Language Proficiency* 
Graduate School of Pan-Pacific International Studies"
1,1,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,소프트웨어융합학과,Department of Software Convergence,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://ai.andong.ac.kr,
2,2,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,화학생명공학과,Department of Chemical and Biological Engineering,공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://chem.andong.ac.kr,
3,3,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,건축공학과,Architectural Engineering,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://archi.andong.ac.kr,
4,4,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,기계공학과,Mechanical Engineering,공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://mecha.andong.ac.kr,
5,5,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,기계설계공학과,Mechanical Design and Systems Engineering,공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://robot.andong.ac.kr ,
6,6,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,미래자동차공학과,Department of Automotive Engineering,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://mechauto.andong.ac.kr,
7,7,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,바이오ICT융합공학과,Bio-ICT Fusion Engineering,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,,"Interdiscipli
nary Course
(Departments Combined)"
8,8,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,산업시스템공학과,Industrial System Engineering,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,,"Interdiscipli
nary Course
(Departments Combined)"
9,9,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,재료공학과,Material Engineering,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,"https://metal.andong.ac.kr
https://apmater.andong.ac.kr/",
10,10,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,전자공학과,Electronic Engineering,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://elect.andong.ac.kr,
11,11,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,정밀기계공학과,Precision Mechanical Engineering,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://meched.andong.ac.kr,
12,12,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,정보통신공학과,Information & Communication Engineering,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://ice.andong.ac.kr,
13,13,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,지식재산융합학과,Department of Intellectual Property Convergence,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,,"Interdiscipli
nary Course
(Departments Combined)"
14,14,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,지진방재공학과,Department of Earthquake and Disaster Prevention Engineering,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,,"Interdiscipli
nary Course
(Departments Combined)"
15,15,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,창의소프트웨어학과,Creative Software,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://comedu.andong.ac.kr,
16,16,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,컴퓨터공학과,Computer Engineering,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://comeng.andong.ac.kr,
17,17,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,토목・환경공학과,Civil & Environmental Engineering,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://civil.andong.ac.kr https://environ.andong.ac.kr/,
18,18,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,미술학과,Fine Arts,예체능,Entertainment & Sports,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://art.andong.ac.kr,
19,19,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,음악과,Department of Music,예체능,Entertainment & Sports,O,Korean / English,TOPIK 3 or above,March or September,X,,,,https://music.andong.ac.kr,
20,20,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,체육학과,Physical Education,예체능,Entertainment & Sports,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://physical.andong.ac.kr,
21,21,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,경영학과,Business Administration,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://bizacc.anu.ac.kr/,
22,22,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,경제학과,Economics,사회,Social Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,http://econo.andong.ac.kr,
23,23,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,교육공학과,Educational Technology,교육,Education,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://edutech.andong.ac.kr,
24,24,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,국어국문학과,Korean Language & Literature,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://kukmun.andong.ac.kr,
25,25,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,동양철학과,Department of Eastern Philosophy,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://ephilsm.andong.ac.kr,
26,26,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,무역학과,International Trade,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://trade.andong.ac.kr,
27,27,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,민속학과,Department of Folklore,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://folklore.andong.ac.kr,
28,28,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,법학과,Law,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://law.andong.ac.kr,
29,29,"국립
안동대학교",Andong National University,B,"General, Regional",Gyeongsangbuk-do/Andong,사학과,Department of History,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://history.anu.ac.kr,
